asset,label,type,direction,start,end,days,move_pct,shock_sessions,shock_share_of_move,spy_pct,tlt_pct,headline_themes,narrative,narrative_confidence,origins,prob_up_h7,share_p50_h7_negative,share_consensus_sell,share_consensus_buy,share_signal_long,mean_exposure_pct,exposure_weighted_ret_pct
NVDA,Nvidia,stock,down,2012-02-16,2012-06-04,109,-28.7,1,0.11,,,,,,75.0,0.466,0.72,0.053,0.147,0.6,60.0,-23.6
NVDA,Nvidia,stock,up,2012-06-04,2012-08-13,70,26.3,1,0.28,,,,,,50.0,0.597,0.04,0.0,0.22,0.76,76.0,12.1
NVDA,Nvidia,stock,down,2012-08-13,2012-11-16,95,-23.2,2,0.44,,,,,,67.0,0.453,0.657,0.0,0.164,0.821,82.1,-6.1
NVDA,Nvidia,stock,up,2012-11-16,2014-09-04,657,83.5,8,0.63,,,,,,452.0,0.487,0.544,0.133,0.084,0.894,89.4,55.8
NVDA,Nvidia,stock,down,2014-09-04,2014-10-13,39,-16.2,1,0.35,,,,,,28.0,0.609,0.214,0.036,0.321,1.0,100.0,-14.2
NVDA,Nvidia,stock,up,2014-10-13,2015-03-20,158,40.9,2,0.32,,,,,,110.0,0.473,0.564,0.055,0.036,0.991,99.1,30.8
NVDA,Nvidia,stock,down,2015-03-20,2015-07-27,129,-17.3,3,0.9,,,,,,89.0,0.558,0.236,0.011,0.191,0.989,98.9,-16.7
NVDA,Nvidia,stock,up,2015-07-27,2015-08-10,14,23.1,1,0.56,,,,,,11.0,0.438,0.909,0.273,0.0,0.727,72.7,21.6
NVDA,Nvidia,stock,up,2015-08-25,2015-12-04,101,67.1,1,0.25,,,,,,72.0,0.586,0.111,0.0,0.208,0.986,98.6,52.4
NVDA,Nvidia,stock,down,2015-12-04,2016-02-08,66,-25.3,3,0.56,,,,,,44.0,0.615,0.182,0.0,0.273,1.0,100.0,-24.5
NVDA,Nvidia,stock,up,2016-02-08,2016-12-27,323,369.7,7,0.46,24.0,-8.7,,"Pascal GPUs, datacenter/AI and automotive re-rating",high,225.0,0.593,0.24,0.018,0.218,1.0,100.0,337.4
NVDA,Nvidia,stock,up,2017-01-17,2017-02-07,21,17.8,0,0.0,1.2,-1.4,,,,16.0,0.681,0.0,0.0,0.688,1.0,100.0,17.3
NVDA,Nvidia,stock,down,2017-02-07,2017-03-06,27,-17.9,1,0.49,3.9,-1.3,,,,19.0,0.668,0.0,0.0,0.684,1.0,100.0,-17.0
NVDA,Nvidia,stock,up,2017-04-13,2017-06-08,56,67.7,1,0.32,4.8,1.3,,,,39.0,0.626,0.103,0.0,0.205,1.0,100.0,56.8
NVDA,Nvidia,stock,up,2017-07-03,2017-11-24,144,56.0,4,0.5,8.0,2.8,,,,102.0,0.631,0.059,0.0,0.265,1.0,100.0,53.9
NVDA,Nvidia,stock,up,2017-12-13,2018-01-29,47,32.6,1,0.23,7.3,-3.4,,,,31.0,0.648,0.032,0.0,0.258,1.0,100.0,30.4
NVDA,Nvidia,stock,up,2018-02-05,2018-03-16,39,17.3,0,0.0,4.2,-0.5,,,,29.0,0.706,0.034,0.0,0.793,1.0,100.0,12.8
NVDA,Nvidia,stock,up,2018-04-06,2018-06-14,69,24.7,0,0.0,7.3,-0.2,,,,49.0,0.624,0.102,0.0,0.429,1.0,100.0,23.9
NVDA,Nvidia,stock,up,2018-06-27,2018-10-01,96,22.8,1,0.24,8.6,-4.0,,,,67.0,0.621,0.134,0.0,0.567,1.0,100.0,21.6
NVDA,Nvidia,stock,down,2018-10-01,2018-10-29,28,-35.9,2,0.41,-9.6,-1.2,,Crypto-mining hangover and channel inventory in the October 2018 sell-off,high,21.0,0.673,0.0,0.0,0.667,0.762,76.2,-28.9
NVDA,Nvidia,stock,up,2018-10-29,2018-11-01,3,17.5,0,0.0,3.7,-0.9,,,,4.0,0.621,0.0,0.0,0.0,1.0,100.0,15.8
NVDA,Nvidia,stock,down,2018-11-01,2018-11-19,18,-33.7,1,0.51,-1.6,1.4,,,,13.0,0.688,0.0,0.0,0.308,1.0,100.0,-31.6
NVDA,Nvidia,stock,up,2018-11-19,2018-12-03,14,17.6,0,0.0,3.8,1.0,,,,10.0,0.605,0.0,0.0,0.2,1.0,100.0,8.7
NVDA,Nvidia,stock,down,2018-12-03,2018-12-24,21,-25.3,0,-0.0,-15.6,5.0,,,,15.0,0.589,0.067,0.0,0.133,0.933,93.3,-21.7
NVDA,Nvidia,stock,up,2018-12-24,2019-01-25,32,26.0,0,0.0,13.4,-0.6,,,,22.0,0.575,0.364,0.045,0.227,0.727,72.7,7.1
NVDA,Nvidia,stock,down,2019-01-25,2019-01-29,4,-17.8,1,0.76,-0.8,0.4,,,,3.0,0.478,1.0,0.0,0.0,0.667,66.7,-10.0
NVDA,Nvidia,stock,up,2019-01-29,2019-04-10,71,46.1,1,0.18,9.9,3.4,,,,51.0,0.521,0.412,0.0,0.098,0.863,86.3,45.7
NVDA,Nvidia,stock,down,2019-04-10,2019-06-03,54,-30.3,2,0.31,-4.7,7.0,,,,37.0,0.609,0.189,0.027,0.432,0.73,73.0,-24.5
NVDA,Nvidia,stock,up,2019-06-03,2019-07-24,51,33.5,1,0.23,10.3,-0.3,,,,37.0,0.546,0.324,0.0,0.324,0.649,64.9,4.7
NVDA,Nvidia,stock,down,2019-07-24,2019-08-15,22,-16.7,1,0.36,-5.6,12.0,,,,17.0,0.578,0.118,0.0,0.118,0.706,70.6,-20.1
NVDA,Nvidia,stock,up,2019-08-15,2020-02-19,188,111.9,4,0.32,20.0,-0.2,,,,129.0,0.547,0.279,0.008,0.209,0.992,99.2,93.8
NVDA,Nvidia,stock,down,2020-02-19,2020-02-27,8,-19.7,0,-0.0,-12.0,4.4,,,,7.0,0.567,0.143,0.0,0.143,1.0,100.0,-14.1
NVDA,Nvidia,stock,down,2020-03-04,2020-03-16,12,-31.0,1,0.55,-23.0,6.0,,,,9.0,0.537,0.333,0.0,0.0,1.0,100.0,-23.6
NVDA,Nvidia,stock,up,2020-03-16,2020-09-02,170,192.4,2,0.11,49.9,1.7,,"Datacenter and gaming boom, Mellanox, the Arm bid",high,120.0,0.573,0.183,0.058,0.242,1.0,100.0,165.3
NVDA,Nvidia,stock,down,2020-09-02,2020-09-08,6,-17.0,1,0.52,-6.9,-1.0,,,,4.0,0.608,0.0,0.0,0.5,1.0,100.0,-11.4
NVDA,Nvidia,stock,up,2020-09-08,2020-10-13,35,19.6,0,0.0,5.5,-1.1,,,,26.0,0.674,0.0,0.0,0.615,1.0,100.0,18.3
NVDA,Nvidia,stock,up,2020-10-30,2020-11-06,7,16.2,0,0.0,7.2,1.3,,,,6.0,0.678,0.0,0.0,0.5,1.0,100.0,8.8
NVDA,Nvidia,stock,up,2021-01-06,2021-02-16,41,21.5,2,0.6,5.1,-5.3,,,,28.0,0.632,0.036,0.0,0.714,1.0,100.0,18.2
NVDA,Nvidia,stock,down,2021-02-16,2021-03-08,20,-24.4,1,0.31,-2.7,-4.7,,,,15.0,0.622,0.133,0.0,0.4,0.933,93.3,-24.4
NVDA,Nvidia,stock,up,2021-03-08,2021-04-15,38,39.2,1,0.17,9.3,2.0,,,,28.0,0.566,0.179,0.0,0.179,0.964,96.4,27.1
NVDA,Nvidia,stock,down,2021-04-15,2021-05-13,28,-15.3,0,-0.0,-1.3,-3.1,,,,21.0,0.659,0.095,0.0,0.762,1.0,100.0,-11.7
NVDA,Nvidia,stock,up,2021-05-13,2021-07-06,54,51.5,2,0.23,5.9,8.3,,,,37.0,0.584,0.324,0.0,0.189,1.0,100.0,49.1
NVDA,Nvidia,stock,up,2021-07-16,2021-09-03,49,25.8,3,0.62,5.0,0.2,,,,36.0,0.633,0.0,0.0,0.639,1.0,100.0,24.8
NVDA,Nvidia,stock,up,2021-10-04,2021-11-29,56,69.1,2,0.34,8.4,3.1,,,,40.0,0.623,0.0,0.0,0.35,1.0,100.0,65.6
NVDA,Nvidia,stock,down,2021-11-29,2021-12-20,21,-16.9,0,-0.0,-1.7,0.5,,,,16.0,0.654,0.0,0.0,0.5,1.0,100.0,-12.9
NVDA,Nvidia,stock,down,2021-12-27,2022-01-27,31,-29.1,0,-0.0,-9.6,-3.9,,,,23.0,0.653,0.0,0.0,0.478,1.0,100.0,-26.2
NVDA,Nvidia,stock,up,2022-01-27,2022-02-09,13,21.7,0,0.0,6.1,-3.1,,,,10.0,0.623,0.0,0.0,0.7,1.0,100.0,17.7
NVDA,Nvidia,stock,down,2022-02-09,2022-03-14,33,-20.1,0,-0.0,-8.9,-4.7,,,,23.0,0.572,0.043,0.0,0.478,0.913,91.3,-16.0
NVDA,Nvidia,stock,up,2022-03-14,2022-03-29,15,34.3,0,0.0,11.0,-0.8,,,,12.0,0.565,0.0,0.0,0.333,1.0,100.0,29.8
NVDA,Nvidia,stock,down,2022-03-29,2022-05-12,44,-43.6,0,-0.0,-15.0,-9.7,,Rates; collapse of crypto-mining GPU demand and gaming inventory,high,32.0,0.592,0.062,0.0,0.062,0.875,87.5,-34.6
NVDA,Nvidia,stock,up,2022-05-12,2022-06-02,21,21.1,0,0.0,6.4,-1.0,,,,15.0,0.541,0.333,0.0,0.133,0.733,73.3,16.3
NVDA,Nvidia,stock,down,2022-06-02,2022-07-01,29,-25.9,0,-0.0,-8.3,-0.2,,,,21.0,0.627,0.0,0.0,0.19,0.429,42.9,7.8
NVDA,Nvidia,stock,up,2022-07-01,2022-08-04,34,32.3,0,0.0,8.6,3.2,,,,24.0,0.567,0.292,0.0,0.167,0.75,75.0,29.0
NVDA,Nvidia,stock,down,2022-08-04,2022-10-14,71,-41.6,2,0.37,-13.3,-17.0,,Q2 gaming miss; U.S. export restrictions on A100/H100 to China (31 Aug); Fed,high,51.0,0.499,0.529,0.0,0.098,0.608,60.8,-27.7
NVDA,Nvidia,stock,up,2022-10-14,2022-12-13,60,61.0,1,0.28,12.4,9.8,,,,42.0,0.451,0.786,0.0,0.119,0.619,61.9,13.8
NVDA,Nvidia,stock,down,2022-12-13,2022-12-28,15,-22.3,0,-0.0,-5.9,-7.3,,,,11.0,0.535,0.364,0.0,0.273,0.909,90.9,-13.1
NVDA,Nvidia,stock,up,2022-12-28,2023-07-18,202,238.5,2,0.29,21.5,3.8,,ChatGPT-driven AI capex boom; the May 2023 guidance shock,high,138.0,0.574,0.167,0.029,0.123,0.964,96.4,237.4
NVDA,Nvidia,stock,up,2023-08-11,2023-08-31,20,20.8,2,0.79,1.1,1.3,,,,15.0,0.58,0.2,0.0,0.6,1.0,100.0,18.7
NVDA,Nvidia,stock,down,2023-08-31,2023-09-21,21,-16.9,0,-0.0,-3.9,-5.9,,,,15.0,0.538,0.267,0.0,0.133,1.0,100.0,-15.7
NVDA,Nvidia,stock,up,2023-10-26,2024-03-25,151,135.6,3,0.31,26.9,12.1,"{'Fed / rates': 17, 'AI / product': 6, 'macro sell-off': 5}",,,103.0,0.604,0.097,0.0,0.291,1.0,100.0,129.6
NVDA,Nvidia,stock,down,2024-03-25,2024-04-19,25,-19.8,1,0.48,-4.7,-4.3,"{'Fed / rates': 6, 'macro sell-off': 3, 'earnings / guidance': 2}",,,19.0,0.556,0.368,0.0,0.421,1.0,100.0,-16.3
NVDA,Nvidia,stock,up,2024-04-19,2024-06-18,60,77.9,1,0.15,10.8,6.8,"{'Fed / rates': 13, 'earnings / guidance': 12, 'AI / product': 10}",,,42.0,0.602,0.286,0.0,0.095,1.0,100.0,71.6
NVDA,Nvidia,stock,down,2024-07-10,2024-07-30,20,-23.1,0,-0.0,-3.4,1.3,"{'AI / product': 7, 'geopolitics': 5, 'macro sell-off': 4}",,,15.0,0.512,0.533,0.0,0.133,1.0,100.0,-13.3
NVDA,Nvidia,stock,down,2024-07-31,2024-08-07,7,-15.5,0,-0.0,-5.8,1.5,"{'macro sell-off': 5, 'Fed / rates': 2}",,,6.0,0.419,0.833,0.0,0.0,1.0,100.0,-10.3
NVDA,Nvidia,stock,up,2024-08-07,2024-08-19,12,31.4,0,0.0,7.9,2.1,"{'Fed / rates': 1, 'AI / product': 1, 'macro sell-off': 1}",,,9.0,0.535,0.444,0.0,0.0,1.0,100.0,28.7
NVDA,Nvidia,stock,down,2024-08-19,2024-09-06,18,-20.9,0,-0.0,-3.4,2.0,"{'Fed / rates': 7, 'earnings / guidance': 6, 'AI / product': 6}",,,14.0,0.551,0.429,0.071,0.0,1.0,100.0,-18.1
NVDA,Nvidia,stock,up,2024-09-06,2024-11-07,62,44.8,0,0.0,10.6,-7.7,"{'Fed / rates': 13, 'AI / product': 8, 'earnings / guidance': 7}",,,45.0,0.572,0.222,0.0,0.133,1.0,100.0,43.6
NVDA,Nvidia,stock,up,2024-12-18,2025-01-06,19,15.9,0,0.0,1.9,-2.5,"{'AI / product': 1, 'management': 1}",,,12.0,0.582,0.0,0.0,0.583,1.0,100.0,8.7
NVDA,Nvidia,stock,down,2025-01-23,2025-02-03,11,-20.8,1,0.8,-2.0,1.9,"{'AI / product': 2, 'macro sell-off': 2, 'tariffs': 1}",,,8.0,0.521,0.5,0.0,0.0,0.75,75.0,-18.4
NVDA,Nvidia,stock,up,2025-02-03,2025-02-20,17,20.1,0,0.0,2.1,0.4,"{'tariffs': 2, 'Fed / rates': 2, 'earnings / guidance': 2}",,,13.0,0.615,0.077,0.0,0.154,0.846,84.6,7.7
NVDA,Nvidia,stock,down,2025-02-20,2025-03-10,18,-23.6,2,0.67,-8.2,3.2,"{'macro sell-off': 8, 'earnings / guidance': 4, 'tariffs': 3}",,,13.0,0.5,0.692,0.0,0.154,0.846,84.6,-16.4
NVDA,Nvidia,stock,down,2025-03-14,2025-04-04,21,-22.5,0,-0.0,-10.0,3.3,"{'AI / product': 4, 'macro sell-off': 4, 'tariffs': 3}",,,16.0,0.513,0.375,0.0,0.188,0.938,93.8,-18.3
NVDA,Nvidia,stock,up,2025-04-04,2025-04-09,5,21.2,1,0.89,8.6,-4.3,"{'tariffs': 5, 'macro sell-off': 4, 'geopolitics': 2}",,,4.0,0.504,0.5,0.0,0.0,1.0,100.0,14.1
NVDA,Nvidia,stock,down,2025-04-09,2025-04-21,12,-15.2,0,-0.0,-6.3,-3.2,"{'Fed / rates': 4, 'macro sell-off': 2, 'regulation / legal': 1}",,,8.0,0.533,0.25,0.0,0.0,0.625,62.5,-5.6
NVDA,Nvidia,stock,up,2025-04-21,2025-10-29,191,113.7,1,0.05,34.5,8.3,"{'Fed / rates': 14, 'geopolitics': 14, 'earnings / guidance': 13}",,,134.0,0.606,0.06,0.0,0.388,0.978,97.8,115.3
NVDA,Nvidia,stock,down,2025-10-29,2025-12-17,49,-17.4,0,-0.0,-2.3,-2.9,"{'AI / product': 13, 'macro sell-off': 9, 'flows': 6}",,,35.0,0.601,0.057,0.0,0.171,1.0,100.0,-15.9
NVDA,Nvidia,stock,down,2026-02-25,2026-03-30,33,-15.5,0,-0.0,-8.6,-3.2,"{'geopolitics': 8, 'macro sell-off': 6, 'Fed / rates': 2}",,,24.0,0.568,0.25,0.0,0.292,1.0,100.0,-10.8
NVDA,Nvidia,stock,up,2026-03-30,2026-05-14,45,42.7,2,0.31,18.4,-1.4,"{'geopolitics': 14, 'AI / product': 6, 'macro sell-off': 4}",,,33.0,0.573,0.303,0.0,0.121,1.0,100.0,36.4
NVDA,Nvidia,stock,down,2026-05-14,2026-07-29,76,-19.3,0,-0.0,-2.2,-1.7,"{'geopolitics': 15, 'macro sell-off': 11, 'AI / product': 10}",,,52.0,0.507,0.538,0.0,0.154,1.0,100.0,-17.2
NVDA,Nvidia,stock,up,2026-07-29,2026-08-27,29,20.0,1,0.46,5.7,0.7,"{'macro sell-off': 6, 'geopolitics': 6, 'earnings / guidance': 4}",,,22.0,0.445,0.737,0.0,0.091,1.0,100.0,14.5
